state,date,year,month,tanf_fams,population,percap_tanf_fams
Alabama,2000-01-01 00:00:00,2000,1,19456.0,4452173,0.00437000089619159
Alabama,2000-02-01 00:00:00,2000,2,19265.0,4452173,0.004327100496768657
Alabama,2000-03-01 00:00:00,2000,3,19202.0,4452173,0.00431295010324172
Alabama,2000-04-01 00:00:00,2000,4,18990.0,4452173,0.0042653329059764745
Alabama,2000-05-01 00:00:00,2000,5,18936.0,4452173,0.004253203997239101
Alabama,2000-06-01 00:00:00,2000,6,18677.0,4452173,0.004195030157183919
Alabama,2000-07-01 00:00:00,2000,7,18411.0,4452173,0.004135284051181299
Alabama,2000-08-01 00:00:00,2000,8,18624.0,4452173,0.004183125857867608
Alabama,2000-09-01 00:00:00,2000,9,18593.0,4452173,0.004176162965814671
Alabama,2000-10-01 00:00:00,2000,10,18723.0,4452173,0.004205362190552793
Alabama,2000-11-01 00:00:00,2000,11,18820.0,4452173,0.0042271493043958535
Alabama,2000-12-01 00:00:00,2000,12,18794.0,4452173,0.004221309459448229
Alabama,2001-01-01 00:00:00,2001,1,18623.0,4467634,0.004168425614094619
Alabama,2001-02-01 00:00:00,2001,2,18385.0,4467634,0.004115153568980808
Alabama,2001-03-01 00:00:00,2001,3,18234.0,4467634,0.004081354918509439
Alabama,2001-04-01 00:00:00,2001,4,18137.0,4467634,0.004059643202643726
Alabama,2001-05-01 00:00:00,2001,5,18200.0,4467634,0.004073744626350323
Alabama,2001-06-01 00:00:00,2001,6,18035.0,4467634,0.004036812326166378
Alabama,2001-07-01 00:00:00,2001,7,18033.0,4467634,0.004036364661921724
Alabama,2001-08-01 00:00:00,2001,8,18232.0,4467634,0.004080907254264785
Alabama,2001-09-01 00:00:00,2001,9,18195.0,4467634,0.004072625465738689
Alabama,2001-10-01 00:00:00,2001,10,18515.0,4467634,0.004144251744883309
Alabama,2001-11-01 00:00:00,2001,11,18645.0,4467634,0.004173349920785812
Alabama,2001-12-01 00:00:00,2001,12,18558.0,4467634,0.004153876526143368
Alabama,2002-01-01 00:00:00,2002,1,18407.0,4480089,0.0041086237349302656
Alabama,2002-02-01 00:00:00,2002,2,18166.0,4480089,0.00405483016074011
Alabama,2002-03-01 00:00:00,2002,3,17980.0,4480089,0.004013313128377584
Alabama,2002-04-01 00:00:00,2002,4,17822.0,4480089,0.003978045971854577
Alabama,2002-05-01 00:00:00,2002,5,17757.0,4480089,0.003963537331512834
Alabama,2002-06-01 00:00:00,2002,6,17479.0,4480089,0.003901484992820455
Alabama,2002-07-01 00:00:00,2002,7,17461.0,4480089,0.0038974672154950493
Alabama,2002-08-01 00:00:00,2002,8,17787.0,4480089,0.003970233627055177
Alabama,2002-09-01 00:00:00,2002,9,17867.0,4480089,0.0039880904151680914
Alabama,2002-10-01 00:00:00,2002,10,18152.0,4480089,0.00405170522282035
Alabama,2002-11-01 00:00:00,2002,11,18172.0,4480089,0.004056169419848579
Alabama,2002-12-01 00:00:00,2002,12,18459.0,4480089,0.00412023064720366
Alabama,2003-01-01 00:00:00,2003,1,18599.0,4503491,0.004129907220864881
Alabama,2003-02-01 00:00:00,2003,2,18682.0,4503491,0.004148337367611038
Alabama,2003-03-01 00:00:00,2003,3,18786.0,4503491,0.004171430563533934
Alabama,2003-04-01 00:00:00,2003,4,18993.0,4503491,0.004217394905418929
Alabama,2003-05-01 00:00:00,2003,5,19181.0,4503491,0.004259140298048781
Alabama,2003-06-01 00:00:00,2003,6,19307.0,4503491,0.004287118593109212
Alabama,2003-07-01 00:00:00,2003,7,19211.0,4503491,0.0042658017968726925
Alabama,2003-08-01 00:00:00,2003,8,19357.0,4503491,0.004298221091149066
Alabama,2003-09-01 00:00:00,2003,9,19228.0,4503491,0.004269576646206243
Alabama,2003-10-01 00:00:00,2003,10,19597.0,4503491,0.004351513081740366
Alabama,2003-11-01 00:00:00,2003,11,19435.0,4503491,0.004315540988091239
Alabama,2003-12-01 00:00:00,2003,12,19525.0,4503491,0.0043355254845629755
Alabama,2004-01-01 00:00:00,2004,1,19167.0,4530729,0.004230445034342155
Alabama,2004-02-01 00:00:00,2004,2,18911.0,4530729,0.00417394198593648
Alabama,2004-03-01 00:00:00,2004,3,18924.0,4530729,0.00417681128136333
Alabama,2004-04-01 00:00:00,2004,4,18964.0,4530729,0.004185639882676717
Alabama,2004-05-01 00:00:00,2004,5,18772.0,4530729,0.00414326259637246
Alabama,2004-06-01 00:00:00,2004,6,18689.0,4530729,0.0041249432486471825
Alabama,2004-07-01 00:00:00,2004,7,18732.0,4530729,0.004134433995059073
Alabama,2004-08-01 00:00:00,2004,8,19286.0,4530729,0.004256710123249481
Alabama,2004-09-01 00:00:00,2004,9,19851.0,4530729,0.004381414116801071
Alabama,2004-10-01 00:00:00,2004,10,20214.0,4530729,0.004461533673720057
Alabama,2004-11-01 00:00:00,2004,11,20590.0,4530729,0.004544522526065894
Alabama,2004-12-01 00:00:00,2004,12,20684.0,4530729,0.0045652697391523524
Alabama,2005-01-01 00:00:00,2005,1,20431.0,4569805,0.004470869107106321
Alabama,2005-02-01 00:00:00,2005,2,20055.0,4569805,0.00438858988512639
Alabama,2005-03-01 00:00:00,2005,3,20030.0,4569805,0.004383119192175596
Alabama,2005-04-01 00:00:00,2005,4,19821.0,4569805,0.004337384199106964
Alabama,2005-05-01 00:00:00,2005,5,19809.0,4569805,0.004334758266490583
Alabama,2005-06-01 00:00:00,2005,6,19667.0,4569805,0.004303684730530078
Alabama,2005-07-01 00:00:00,2005,7,18969.0,4569805,0.004150942983343928
Alabama,2005-08-01 00:00:00,2005,8,19999.0,4569805,0.004376335532916612
Alabama,2005-09-01 00:00:00,2005,9,20206.0,4569805,0.004421632870549181
Alabama,2005-10-01 00:00:00,2005,10,20312.0,4569805,0.004444828608660544
Alabama,2005-11-01 00:00:00,2005,11,20133.0,4569805,0.004405658447132864
Alabama,2005-12-01 00:00:00,2005,12,20141.0,4569805,0.004407409068877119
Alabama,2006-01-01 00:00:00,2006,1,19527.0,4628981,0.0042184230179385055
Alabama,2006-02-01 00:00:00,2006,2,18941.0,4628981,0.004091829281649677
Alabama,2006-03-01 00:00:00,2006,3,18790.0,4628981,0.004059208711377299
Alabama,2006-04-01 00:00:00,2006,4,18570.0,4628981,0.004011682052702312
Alabama,2006-05-01 00:00:00,2006,5,18567.0,4628981,0.004011033961902198
Alabama,2006-06-01 00:00:00,2006,6,18338.0,4628981,0.003961563030826871
Alabama,2006-07-01 00:00:00,2006,7,18440.0,4628981,0.003983598118030729
Alabama,2006-08-01 00:00:00,2006,8,19010.0,4628981,0.004106735370052286
Alabama,2006-09-01 00:00:00,2006,9,19174.0,4628981,0.004142164333791822
Alabama,2006-10-01 00:00:00,2006,10,19860.0,4628981,0.004290361096751099
Alabama,2006-11-01 00:00:00,2006,11,19878.0,4628981,0.0042942496415517796
Alabama,2006-12-01 00:00:00,2006,12,19638.0,4628981,0.004242402377542703
Alabama,2007-01-01 00:00:00,2007,1,19004.0,4672840,0.004066905778926734
Alabama,2007-02-01 00:00:00,2007,2,18376.0,4672840,0.00393251213394852
Alabama,2007-03-01 00:00:00,2007,3,18005.0,4672840,0.0038531171621540646
Alabama,2007-04-01 00:00:00,2007,4,17597.0,4672840,0.0037658040934421036
Alabama,2007-05-01 00:00:00,2007,5,17611.0,4672840,0.0037688001301135927
Alabama,2007-06-01 00:00:00,2007,6,17554.0,4672840,0.003756601980808245
Alabama,2007-07-01 00:00:00,2007,7,17768.0,4672840,0.003802398541358146
Alabama,2007-08-01 00:00:00,2007,8,18100.0,4672840,0.0038734474109963107
Alabama,2007-09-01 00:00:00,2007,9,18104.0,4672840,0.0038743034214738787
Alabama,2007-10-01 00:00:00,2007,10,18539.0,4672840,0.003967394560909426
Alabama,2007-11-01 00:00:00,2007,11,18478.0,4672840,0.003954340401126509
Alabama,2007-12-01 00:00:00,2007,12,18584.0,4672840,0.003977024678782068
Alabama,2008-01-01 00:00:00,2008,1,18120.0,4718206,0.003840442744551637
Alabama,2008-02-01 00:00:00,2008,2,17528.0,4718206,0.003714971325965844
Alabama,2008-03-01 00:00:00,2008,3,17479.0,4718206,0.0037045860227383036
Alabama,2008-04-01 00:00:00,2008,4,17272.0,4718206,0.0036607134152260414
Alabama,2008-05-01 00:00:00,2008,5,17192.0,4718206,0.003643757818119853
Alabama,2008-06-01 00:00:00,2008,6,17121.0,4718206,0.003628709725688111
Alabama,2008-07-01 00:00:00,2008,7,17278.0,4718206,0.0036619850850090055
Alabama,2008-08-01 00:00:00,2008,8,17488.0,4718206,0.0037064935274127497
Alabama,2008-09-01 00:00:00,2008,9,17756.0,4718206,0.0037632947777184803
Alabama,2008-10-01 00:00:00,2008,10,17968.0,4718206,0.0038082271100498793
Alabama,2008-11-01 00:00:00,2008,11,17991.0,4718206,0.0038131018442179084
Alabama,2008-12-01 00:00:00,2008,12,18476.0,4718206,0.003915895151674174
Alabama,2009-01-01 00:00:00,2009,1,18282.0,4757938,0.0038424208133859667
Alabama,2009-02-01 00:00:00,2009,2,17870.0,4757938,0.003755828680407353
Alabama,2009-03-01 00:00:00,2009,3,17915.0,4757938,0.003765286559009386
Alabama,2009-04-01 00:00:00,2009,4,17851.0,4757938,0.0037518353538864946
Alabama,2009-05-01 00:00:00,2009,5,18030.0,4757938,0.0037894566932145817
Alabama,2009-06-01 00:00:00,2009,6,18510.0,4757938,0.0038903407316362676
Alabama,2009-07-01 00:00:00,2009,7,18903.0,4757938,0.003972939538094023
Alabama,2009-08-01 00:00:00,2009,8,19436.0,4757938,0.004084962855758103
Alabama,2009-09-01 00:00:00,2009,9,20071.0,4757938,0.004218424031586792
Alabama,2009-10-01 00:00:00,2009,10,20288.0,4757938,0.004264032023956596
Alabama,2009-11-01 00:00:00,2009,11,20776.0,4757938,0.004366597463018644
Alabama,2009-12-01 00:00:00,2009,12,20902.0,4757938,0.004393079523104336
Alabama,2010-01-01 00:00:00,2010,1,20788.0,4785514,0.004343942991285784
Alabama,2010-02-01 00:00:00,2010,2,20630.0,4785514,0.004310926684155557
Alabama,2010-03-01 00:00:00,2010,3,20740.0,4785514,0.004333912720765209
Alabama,2010-04-01 00:00:00,2010,4,20888.0,4785514,0.0043648393882036495
Alabama,2010-05-01 00:00:00,2010,5,21020.0,4785514,0.004392422632135231
Alabama,2010-06-01 00:00:00,2010,6,21288.0,4785514,0.00444842497587511
Alabama,2010-07-01 00:00:00,2010,7,21516.0,4785514,0.004496068760847842
Alabama,2010-08-01 00:00:00,2010,8,22761.0,4785514,0.0047562289024752616
Alabama,2010-09-01 00:00:00,2010,9,23052.0,4785514,0.004817037417506249
Alabama,2010-10-01 00:00:00,2010,10,23348.0,4785514,0.004878890752383129
Alabama,2010-11-01 00:00:00,2010,11,23954.0,4785514,0.005005522917705392
Alabama,2010-12-01 00:00:00,2010,12,24212.0,4785514,0.005059435621753484
Alabama,2011-01-01 00:00:00,2011,1,24258.0,4799642,0.005054126953635292
Alabama,2011-02-01 00:00:00,2011,2,23584.0,4799642,0.004913699813444419
Alabama,2011-03-01 00:00:00,2011,3,22992.0,4799642,0.00479035728081386
Alabama,2011-04-01 00:00:00,2011,4,22568.0,4799642,0.0047020173587946764
Alabama,2011-05-01 00:00:00,2011,5,22511.0,4799642,0.004690141473051532
Alabama,2011-06-01 00:00:00,2011,6,22541.0,4799642,0.004696391939232134
Alabama,2011-07-01 00:00:00,2011,7,22564.0,4799642,0.00470118396330393
Alabama,2011-08-01 00:00:00,2011,8,23169.0,4799642,0.004827235031279417
Alabama,2011-09-01 00:00:00,2011,9,23103.0,4799642,0.00481348400568209
Alabama,2011-10-01 00:00:00,2011,10,23513.0,4799642,0.0048989070434836595
Alabama,2011-11-01 00:00:00,2011,11,23263.0,4799642,0.004846819825311971
Alabama,2011-12-01 00:00:00,2011,12,22981.0,4799642,0.004788065443214307
Alabama,2012-01-01 00:00:00,2012,1,22441.0,4816632,0.004659064674237102
Alabama,2012-02-01 00:00:00,2012,2,21567.0,4816632,0.004477610081069096
Alabama,2012-03-01 00:00:00,2012,3,20818.0,4816632,0.004322107231775232
Alabama,2012-04-01 00:00:00,2012,4,20742.0,4816632,0.004306328571499754
Alabama,2012-05-01 00:00:00,2012,5,20686.0,4816632,0.004294702190244137
Alabama,2012-06-01 00:00:00,2012,6,20649.0,4816632,0.004287020474057391
Alabama,2012-07-01 00:00:00,2012,7,20774.0,4816632,0.004312972217931534
Alabama,2012-08-01 00:00:00,2012,8,20845.0,4816632,0.004327712808452047
Alabama,2012-09-01 00:00:00,2012,9,20744.0,4816632,0.004306743799401739
Alabama,2012-10-01 00:00:00,2012,10,21140.0,4816632,0.004388958923995024
Alabama,2012-11-01 00:00:00,2012,11,21078.0,4816632,0.004376086859033449
Alabama,2012-12-01 00:00:00,2012,12,20914.0,4816632,0.004342038171070574
Alabama,2013-01-01 00:00:00,2013,1,20640.0,4831586,0.004271889189181358
Alabama,2013-02-01 00:00:00,2013,2,20172.0,4831586,0.004175026585473176
Alabama,2013-03-01 00:00:00,2013,3,19551.0,4831586,0.004046497361321935
Alabama,2013-04-01 00:00:00,2013,4,19305.0,4831586,0.0039955824029625055
Alabama,2013-05-01 00:00:00,2013,5,19193.0,4831586,0.003972401608912685
Alabama,2013-06-01 00:00:00,2013,6,18710.0,4831586,0.0038724344345728297
Alabama,2013-07-01 00:00:00,2013,7,18763.0,4831586,0.003883403917471406
Alabama,2013-08-01 00:00:00,2013,8,18808.0,4831586,0.0038927176293664235
Alabama,2013-09-01 00:00:00,2013,9,19015.0,4831586,0.003935560704083504
Alabama,2013-10-01 00:00:00,2013,10,18832.0,4831586,0.0038976849423770993
Alabama,2013-11-01 00:00:00,2013,11,18561.0,4831586,0.0038415956996315495
Alabama,2013-12-01 00:00:00,2013,12,18394.0,4831586,0.0038070314799322626
Alabama,2014-01-01 00:00:00,2014,1,18016.0,4843737,0.003719442240567562
Alabama,2014-02-01 00:00:00,2014,2,17656.0,4843737,0.0036451194604496485
Alabama,2014-03-01 00:00:00,2014,3,17232.0,4843737,0.003557583741644107
Alabama,2014-04-01 00:00:00,2014,4,16811.0,4843737,0.003470667379339547
Alabama,2014-05-01 00:00:00,2014,5,16544.0,4843737,0.003415544650752095
Alabama,2014-06-01 00:00:00,2014,6,16026.0,4843737,0.0033086024282490975
Alabama,2014-07-01 00:00:00,2014,7,15812.0,4843737,0.0032644216645123384
Alabama,2014-08-01 00:00:00,2014,8,15726.0,4843737,0.003246666778150837
Alabama,2014-09-01 00:00:00,2014,9,15321.0,4843737,0.0031630536505181848
Alabama,2014-10-01 00:00:00,2014,10,15250.0,4843737,0.003148395546661596
Alabama,2014-11-01 00:00:00,2014,11,14887.0,4843737,0.0030734534100427006
Alabama,2014-12-01 00:00:00,2014,12,14835.0,4843737,0.0030627178973590017
Alabama,2015-01-01 00:00:00,2015,1,14395.0,4854803,0.0029651048662530694
Alabama,2015-02-01 00:00:00,2015,2,13845.0,4854803,0.0028518149964066515
Alabama,2015-03-01 00:00:00,2015,3,13419.0,4854803,0.002764066842671062
Alabama,2015-04-01 00:00:00,2015,4,13070.0,4854803,0.0026921792707139715
Alabama,2015-05-01 00:00:00,2015,5,12947.0,4854803,0.0026668435361846816
Alabama,2015-06-01 00:00:00,2015,6,12742.0,4854803,0.0026246173119691984
Alabama,2015-07-01 00:00:00,2015,7,12686.0,4854803,0.0026130823434030175
Alabama,2015-08-01 00:00:00,2015,8,12572.0,4854803,0.002589600443107578
Alabama,2015-09-01 00:00:00,2015,9,12497.0,4854803,0.0025741518244921575
Alabama,2015-10-01 00:00:00,2015,10,12567.0,4854803,0.0025885705351998837
Alabama,2015-11-01 00:00:00,2015,11,12356.0,4854803,0.002545108421495167
Alabama,2015-12-01 00:00:00,2015,12,12212.0,4854803,0.002515447073753559
Alabama,2016-01-01 00:00:00,2016,1,11806.0,4866824,0.002425811987448077
Alabama,2016-02-01 00:00:00,2016,2,11465.0,4866824,0.0023557457594521602
Alabama,2016-03-01 00:00:00,2016,3,11124.0,4866824,0.0022856795314562433
Alabama,2016-04-01 00:00:00,2016,4,10820.0,4866824,0.0022232157974070976
Alabama,2016-05-01 00:00:00,2016,5,10556.0,4866824,0.0021689709757328392
Alabama,2016-06-01 00:00:00,2016,6,10399.0,4866824,0.0021367117446614054
Alabama,2016-07-01 00:00:00,2016,7,10449.0,4866824,0.002146985385130015
Alabama,2016-08-01 00:00:00,2016,8,10545.0,4866824,0.002166710774829745
Alabama,2016-09-01 00:00:00,2016,9,10564.0,4866824,0.002170614758207817
Alabama,2016-10-01 00:00:00,2016,10,10532.0,4866824,0.0021640396283079066
Alabama,2016-11-01 00:00:00,2016,11,10505.0,4866824,0.0021584918624548578
Alabama,2016-12-01 00:00:00,2016,12,10455.0,4866824,0.0021482182219862483
Alabama,2017-01-01 00:00:00,2017,1,10173.0,4877989,0.0020854905576867845
Alabama,2017-02-01 00:00:00,2017,2,9951.0,4877989,0.0020399799999548996
Alabama,2017-03-01 00:00:00,2017,3,9673.0,4877989,0.0019829893015338904
Alabama,2017-04-01 00:00:00,2017,4,9329.0,4877989,0.0019124684373006992
Alabama,2017-05-01 00:00:00,2017,5,9278.0,4877989,0.001902013309173104
Alabama,2017-06-01 00:00:00,2017,6,9198.0,4877989,0.001885613108188641
Alabama,2017-07-01 00:00:00,2017,7,9179.0,4877989,0.001881718060454831
Alabama,2017-08-01 00:00:00,2017,8,9391.0,4877989,0.001925178593063658
Alabama,2017-09-01 00:00:00,2017,9,9326.0,4877989,0.0019118534297637817
Alabama,2017-10-01 00:00:00,2017,10,9349.0,4877989,0.001916568487546815
Alabama,2017-11-01 00:00:00,2017,11,9212.0,4877989,0.001888483143360922
Alabama,2017-12-01 00:00:00,2017,12,9108.0,4877989,0.0018671628820811199
Alabama,2018-01-01 00:00:00,2018,1,8765.0,4891628,0.0017918369916927453
Alabama,2018-02-01 00:00:00,2018,2,8642.0,4891628,0.0017666919888429783
Alabama,2018-03-01 00:00:00,2018,3,8381.0,4891628,0.0017133355193812776
Alabama,2018-04-01 00:00:00,2018,4,8143.0,4891628,0.001664680961021566
Alabama,2018-05-01 00:00:00,2018,5,8113.0,4891628,0.0016585480334972325
Alabama,2018-06-01 00:00:00,2018,6,7953.0,4891628,0.0016258390867007876
Alabama,2018-07-01 00:00:00,2018,7,8022.0,4891628,0.0016399448200067543
Alabama,2018-08-01 00:00:00,2018,8,8195.0,4891628,0.0016753113687304104
Alabama,2018-09-01 00:00:00,2018,9,8182.0,4891628,0.0016726537668031994
Alabama,2018-10-01 00:00:00,2018,10,8260.0,4891628,0.001688599378366466
Alabama,2018-11-01 00:00:00,2018,11,8187.0,4891628,0.001673675921390588
Alabama,2018-12-01 00:00:00,2018,12,8081.0,4891628,0.0016520062441379435
Alabama,2019-01-01 00:00:00,2019,1,7867.0,4907965,0.0016029046661905698
Alabama,2019-02-01 00:00:00,2019,2,7660.0,4907965,0.0015607283263022454
Alabama,2019-03-01 00:00:00,2019,3,7413.0,4907965,0.0015104019690441964
Alabama,2019-04-01 00:00:00,2019,4,7247.0,4907965,0.0014765793969598398
Alabama,2019-05-01 00:00:00,2019,5,7270.0,4907965,0.0014812656569474314
Alabama,2019-06-01 00:00:00,2019,6,7146.0,4907965,0.0014560006031012853
Alabama,2019-07-01 00:00:00,2019,7,7248.0,4907965,0.0014767831473940828
Alabama,2019-08-01 00:00:00,2019,8,7450.0,4907965,0.0015179407351111917
Alabama,2019-09-01 00:00:00,2019,9,7687.0,4907965,0.0015662295880268095
Alabama,2019-10-01 00:00:00,2019,10,7426.0,4907965,0.001513050724689357
Alabama,2019-11-01 00:00:00,2019,11,7456.0,4907965,0.0015191632377166504
Alabama,2019-12-01 00:00:00,2019,12,7527.0,4907965,0.0015336295185479113
Alabama,2020-01-01 00:00:00,2020,1,7387.0,4921532,0.001500955393564443
Alabama,2020-02-01 00:00:00,2020,2,7132.0,4921532,0.0014491422589551384
Alabama,2020-03-01 00:00:00,2020,3,6946.0,4921532,0.001411349149004822
Alabama,2020-04-01 00:00:00,2020,4,6975.0,4921532,0.0014172416231368605
Alabama,2020-05-01 00:00:00,2020,5,7016.0,4921532,0.0014255723624269842
Alabama,2020-06-01 00:00:00,2020,6,7040.0,4921532,0.0014304488927431539
Alabama,2020-07-01 00:00:00,2020,7,6998.0,4921532,0.0014219149646898567
Alabama,2020-08-01 00:00:00,2020,8,7071.0,4921532,0.00143674774440154
Alabama,2020-09-01 00:00:00,2020,9,7100.0,4921532,0.0014426402185335786
Alaska,2000-01-01 00:00:00,2000,1,7532.0,627963,0.011994337245984237
Alaska,2000-02-01 00:00:00,2000,2,7635.0,627963,0.012158359648578022
Alaska,2000-03-01 00:00:00,2000,3,7881.0,627963,0.012550102474190358
Alaska,2000-04-01 00:00:00,2000,4,7919.0,627963,0.01261061559359389
Alaska,2000-05-01 00:00:00,2000,5,7735.0,627963,0.012317604699639948
Alaska,2000-06-01 00:00:00,2000,6,7542.0,627963,0.01201026175109043
Alaska,2000-07-01 00:00:00,2000,7,6838.0,627963,0.010889176591614475
Alaska,2000-08-01 00:00:00,2000,8,6756.0,627963,0.010758595649743696
Alaska,2000-09-01 00:00:00,2000,9,6720.0,627963,0.010701267431361402
Alaska,2000-10-01 00:00:00,2000,10,5648.0,627963,0.008994160483977559
Alaska,2000-11-01 00:00:00,2000,11,5428.0,627963,0.008643821371641323
Alaska,2000-12-01 00:00:00,2000,12,5586.0,627963,0.008895428552319165
Alaska,2001-01-01 00:00:00,2001,1,5910.0,633714,0.009325973546426307
Alaska,2001-02-01 00:00:00,2001,2,6037.0,633714,0.00952637940774545
Alaska,2001-03-01 00:00:00,2001,3,6181.0,633714,0.009753611250501015
Alaska,2001-04-01 00:00:00,2001,4,6230.0,633714,0.009830933196994228
Alaska,2001-05-01 00:00:00,2001,5,6144.0,633714,0.0096952252909041
Alaska,2001-06-01 00:00:00,2001,6,5996.0,633714,0.009461681452516435
Alaska,2001-07-01 00:00:00,2001,7,5692.0,633714,0.00898196978447691
Alaska,2001-08-01 00:00:00,2001,8,5669.0,633714,0.00894567580959234
Alaska,2001-09-01 00:00:00,2001,9,5637.0,633714,0.008895179844535547
Alaska,2001-10-01 00:00:00,2001,10,5608.0,633714,0.008849417876202829
Alaska,2001-11-01 00:00:00,2001,11,5709.0,633714,0.00900879576591333
Alaska,2001-12-01 00:00:00,2001,12,5902.0,633714,0.009313349555162108
Alaska,2002-01-01 00:00:00,2002,1,6204.0,642337,0.009658481451325395
Alaska,2002-02-01 00:00:00,2002,2,6375.0,642337,0.009924696849161732
Alaska,2002-03-01 00:00:00,2002,3,6453.0,642337,0.010046128434139712
Alaska,2002-04-01 00:00:00,2002,4,6458.0,642337,0.010053912510099839
Alaska,2002-05-01 00:00:00,2002,5,6415.0,642337,0.009986969456842748
Alaska,2002-06-01 00:00:00,2002,6,6174.0,642337,0.009611776995564633
Alaska,2002-07-01 00:00:00,2002,7,5781.0,642337,0.008999948625098663
Alaska,2002-08-01 00:00:00,2002,8,5741.0,642337,0.00893767601741765
Alaska,2002-09-01 00:00:00,2002,9,5583.0,642337,0.00869169921707764
Alaska,2002-10-01 00:00:00,2002,10,5448.0,642337,0.008481529166154215
Alaska,2002-11-01 00:00:00,2002,11,5228.0,642337,0.008139029823908633
Alaska,2002-12-01 00:00:00,2002,12,5246.0,642337,0.008167052497365091
Alaska,2003-01-01 00:00:00,2003,1,5415.0,648414,0.008351146027075294
Alaska,2003-02-01 00:00:00,2003,2,5537.0,648414,0.008539297424176528
Alaska,2003-03-01 00:00:00,2003,3,5548.0,648414,0.008556261894406968
Alaska,2003-04-01 00:00:00,2003,4,5593.0,648414,0.008625661999895128
Alaska,2003-05-01 00:00:00,2003,5,5577.0,648414,0.008600986406832671
Alaska,2003-06-01 00:00:00,2003,6,5384.0,648414,0.008303337065516784
Alaska,2003-07-01 00:00:00,2003,7,5109.0,648414,0.007879225309755804
Alaska,2003-08-01 00:00:00,2003,8,5019.0,648414,0.007740425098779483
Alaska,2003-09-01 00:00:00,2003,9,4909.0,648414,0.0075707803964750915
Alaska,2003-10-01 00:00:00,2003,10,4830.0,648414,0.00744894465572921
Alaska,2003-11-01 00:00:00,2003,11,4711.0,648414,0.007265419932327186
Alaska,2003-12-01 00:00:00,2003,12,4900.0,648414,0.007556900375377459
Alaska,2004-01-01 00:00:00,2004,1,5039.0,659286,0.0076431169477283
Alaska,2004-02-01 00:00:00,2004,2,5161.0,659286,0.007828165621596698
Alaska,2004-03-01 00:00:00,2004,3,5245.0,659286,0.007955576183932314
Alaska,2004-04-01 00:00:00,2004,4,5292.0,659286,0.00802686542714391
Alaska,2004-05-01 00:00:00,2004,5,5111.0,659286,0.0077523260011588295
Alaska,2004-06-01 00:00:00,2004,6,4878.0,659286,0.007398913369918366
Alaska,2004-07-01 00:00:00,2004,7,4727.0,659286,0.007169877716196006
Alaska,2004-08-01 00:00:00,2004,8,4614.0,659286,0.006998480174006425
Alaska,2004-09-01 00:00:00,2004,9,4608.0,659286,0.006989379419553881
Alaska,2004-10-01 00:00:00,2004,10,4538.0,659286,0.006883203950940866
Alaska,2004-11-01 00:00:00,2004,11,4444.0,659286,0.006740625464517675
Alaska,2004-12-01 00:00:00,2004,12,4577.0,659286,0.006942358854882403
Alaska,2005-01-01 00:00:00,2005,1,4779.0,666946,0.007165497656481934
Alaska,2005-02-01 00:00:00,2005,2,4803.0,666946,0.007201482578799483
Alaska,2005-03-01 00:00:00,2005,3,4814.0,666946,0.007217975668195026
Alaska,2005-04-01 00:00:00,2005,4,4784.0,666946,0.00717299451529809
Alaska,2005-05-01 00:00:00,2005,5,4660.0,666946,0.006987072416657421
Alaska,2005-06-01 00:00:00,2005,6,4565.0,666946,0.006844632099150456
Alaska,2005-07-01 00:00:00,2005,7,3574.0,666946,0.005358754681788331
Alaska,2005-08-01 00:00:00,2005,8,3513.0,666946,0.0052672930042312275
Alaska,2005-09-01 00:00:00,2005,9,3526.0,666946,0.005286784837153233
Alaska,2005-10-01 00:00:00,2005,10,3507.0,666946,0.00525829677365184
Alaska,2005-11-01 00:00:00,2005,11,3489.0,666946,0.005231308081913679
Alaska,2005-12-01 00:00:00,2005,12,3590.0,666946,0.00538274463000003
Alaska,2006-01-01 00:00:00,2006,1,3686.0,675302,0.005458298657489538
Alaska,2006-02-01 00:00:00,2006,2,3807.0,675302,0.005637477750695245
Alaska,2006-03-01 00:00:00,2006,3,3883.0,675302,0.005750019991055853
Alaska,2006-04-01 00:00:00,2006,4,3807.0,675302,0.005637477750695245
Alaska,2006-05-01 00:00:00,2006,5,3742.0,675302,0.005541224518807881
Alaska,2006-06-01 00:00:00,2006,6,3635.0,675302,0.005382776890931761
Alaska,2006-07-01 00:00:00,2006,7,3461.0,675302,0.005125114393264051
Alaska,2006-08-01 00:00:00,2006,8,3412.0,675302,0.0050525542646105
Alaska,2006-09-01 00:00:00,2006,9,3348.0,675302,0.004957781851675251
Alaska,2006-10-01 00:00:00,2006,10,3285.0,675302,0.004864490257692114
Alaska,2006-11-01 00:00:00,2006,11,3180.0,675302,0.00470900426772022
Alaska,2006-12-01 00:00:00,2006,12,3204.0,675302,0.004744543922570938
Alaska,2007-01-01 00:00:00,2007,1,3218.0,680300,0.0047302660590915774
Alaska,2007-02-01 00:00:00,2007,2,3284.0,680300,0.0048272820814346615
Alaska,2007-03-01 00:00:00,2007,3,3376.0,680300,0.004962516536821991
Alaska,2007-04-01 00:00:00,2007,4,3381.0,680300,0.004969866235484345
Alaska,2007-05-01 00:00:00,2007,5,3391.0,680300,0.004984565632809055
Alaska,2007-06-01 00:00:00,2007,6,3284.0,680300,0.0048272820814346615
Alaska,2007-07-01 00:00:00,2007,7,3130.0,680300,0.004600911362634132
